,query,comment_id,comment,room_type,fuzzy_room_type
50,关于整体满意度和前台服务的评论,50,花园酒店是这次广州行的最大惊喜，真的是惊喜多多。首先硬件无可挑剔，交通方便，门外就是地铁站。无论大堂还是房间得设施真的是感觉非常棒，免费升级房间、赠送早餐、享用行政酒廊、收到生日蛋糕……，真的贴心。服务真的一级棒，可以说每个服务员都是经过专业的培训，要夸赞花园酒店的管理层真的不错呢！要夸赞行政酒廊的Carrie和Blair，真的是笑容服务，会和客人温柔的聊天，很有亲和力。园子里的锦鲤也是超好看，下次去广州还会住这里！,花园大床房,大床房
51,关于房间设施和前台服务的评论,51,"环境：不愧是花园酒店，后花园和瀑布太美了。
服务：态度很好，大部分人都主动打招呼、提供帮助。入住时小姐姐还帮我们升了套房，非常感谢。
卫生：很不错，很放心。
设施：全皮办公桌椅很气派，但可能是太久了，卫生间的马桶圈小了一圈，还晃来晃去不合适，和整体风格格格不入。一个洗手池下水极其缓慢，另外一个洗手池下水也很慢。",花园双床房,双床房
52,关于卫生状况和交通便利性的评论,52,"酒店房间干净、卫生。酒店本身自带的花园非常漂亮，瀑布餐厅早餐品种丰富。打扫房间的东南亚小哥认真负责。酒店边上就是淘金地铁站，外出方便。周边吃饭餐馆选择多，以后来广州还会选择花园酒店。

另外酒店有直达香港，澳门的巴士，去港澳非常方便。",花园双床房,双床房
53,关于性价比和周边配套的评论,53,花园酒店是中国星级酒店的代表，三家白金五星级酒店之一，大堂气派，尽管酒店很有历史，设施并不陈旧。红棉大床房对于家庭出行很方便，客厅有专门的写字桌和台灯，孩子晚上方便写会作业。早餐选择的30层旋转餐厅，虽说味道一般，但是感觉还不错。周边交通方便，吃喝逛都很方便。总体来说，性价比很高，值得推荐。,红棉大床套房,套房
54,关于前台服务和交通便利性的评论,54,带着老人小孩出行，前台办理入住没有排队，帮我两个房间都升级了套房。30楼旋转餐厅的早餐还不错，各种样式的菜都有。旁边就是淘金地铁站，出门打车也很方便。酒店出去右手边有个点都德不远。对面有个购物中心，很方便,花园双床房,双床房
55,关于房间设施和客房服务的评论,55,"酒店很高大上，考虑了康莱德和白天鹅，最后还是选这里，也因为白金五星的历史感。花园和博物馆都不错，博物馆很有情怀，不虚此行。
早餐很好，选的30层旋转餐厅，大部分菜品味道在线。晚餐是荔湾亭点心半自助，以一个外省人的角度很好吃。
健身的地方有点不好找，但设施还行，该有的都有，不大。
停车不方便，地下停车场离大厅有距离，地上停车场又比较小，自驾游可能要考虑下停车的预案。门口就是地铁站，地铁很方便。
花园双床房非常小，小到唤起我对某些日本酒店的印象：地上能不能平铺开行李箱？能平铺开就算是大房间。按这个标准，这里的也算大房间。但如果再住这里的话，我不会选基础房，俩大人带个孩子太局促了。
有点逗的是晚上22-23点房间出现高频断续刺耳异响，我推断是某些房间用水或者是上下水导致的水管尖锐鸣声。当时孩子已经睡了，俩大人面面相觑，客房服务人员A来的时候没响，她说自己很忙，也没法停留五分钟听一下到底是什么声音，解决方案是要么我们自己内线拨0沟通换房，要么她送耳塞过来。我们的诉求是请她优先解决声音问题，解决不了再换房，毕竟孩子睡着了，不太想折腾。过了一会来了个客房服务B，只送来一副耳塞并且当场听到了连续且刺耳的声音，说立刻回去报告，然后就没有然后了。俩成年人一副耳塞，问题也假装不存在，大半夜大家可能都比较累，凑合睡吧。",花园双床房,双床房
56,关于餐饮设施和公共设施的评论,56,"房间很好，早餐也不错，品种齐全，楼顶旋转餐厅视野无敌。花园太美了，散步根本不想上楼。无论晴天阴天，白天还是夜晚，都好适合散步。
游泳池是露天的，但不恒温。
器械也可以。24小时
下次还来",花园大床房,大床房
57,关于房间设施和交通便利性的评论,57,首先说说地理位置，酒店位于广州的越秀区，周边有商场及饭店吃喝都很便利，酒店门口就有一个地铁站无论是坐公共交通还是打车都很方便。 再说说环境，酒店非常大还自带一个后花园饭后散散步十分惬意，除此之外酒店的四楼还有一个关于酒店历史的博物馆住店客人是免费的值得一逛，房间和公共区域都非常干净。 所有的服务人员都非常礼貌、看到客人都会主动打招呼，即便春节期间入住客人非常的多但服务人员的精神面貌都非常好！ 最后来说说房间，卫生情况是不需要担忧的非常干净，但毕竟是1985年就开业的酒店，房间的布局及设施稍稍落后了一些，没有USB插头、吹风机还是最老式的那种，洗浴后没有能放干净换洗衣物的地方，且浴室及床之间仅有一扇透明的隔门（建议稍稍改进一下）。但总体来说酒店很棒，如有机会再次来广州一定还会选择花园酒店,花园大床房,大床房
58,关于前台服务和房间设施的评论,58,"服务：前台接待的小姐姐服务超级赞，帮我们从红棉升到了海韵，送了两支鲜花，给我们介绍了酒店、酒店套餐、博物馆和周边交通，很暖心。
住：房间整体不错，床品很舒服，房间除了没有浴缸外，其他都不错。
吃：早餐和其他五星相比品种不多，胜在瀑布餐厅环境不错；酒吧外国人比较多，有驻唱歌手，唱得很棒，但鸡尾酒很一般。荔湾亭菜品不错，说古很有传统特色，但服务员之间频繁相互呛声，稍显不够友爱。",红棉双床套房,套房
59,关于整体满意度和交通便利性的评论,59,8年前曾经住过的酒店留给我很好的印象，所以这次来广州旅游一定要再体验一下。酒店位置很方便，地铁淘金站出来就到了，马路对面就是广州酒家和友谊商店，附近还有点都德。这次订的花园大床房，房间虽不大，但布局合理，送了欢迎水果：苹果香蕉沙糖桔很甜，房间里有胶囊咖啡机，和川宁茶包，提供的水是屈臣氏绿瓶矿泉水。早上10点到的酒店，被告知要下午2点才能入住，所以到门口寄存处把行李寄好就到对面广州酒家喝早茶去了。在此要表扬寄存处的工作人员（外籍）很有礼貌，很有绅士风度。还有进出酒店都有门童帮忙拉门并热情打招呼，这都是酒店留给我的好印象，并且一直保持到现在，真的是很不容易！不愧是老牌超五星酒店的优良传统，希望一直保持下去。（忘记拍照了，放几张广州夜景照）,花园大床房,大床房
60,关于整体满意度和周边配套的评论,60,老牌五星级酒店，高质量体验和床品用品，窗外风景充满老广州风情，周边美食丰富，环境优雅，出门地铁站，商务出差不二选择,花园大床房,大床房
61,关于前台服务和安静程度的评论,61,"前台小哥Kasas很棒，升级套房，两个早餐，表扬一下。
环境地段不错，可是下面在修路，早上八点就开始吵到中午12点，基本不用休息了。
设施太老旧，勉强合格，不能抱太大期望，毕竟老牌五星。
早餐种类多，还行。
总经理不行，啥房费没得赔偿了。",花园大床房,大床房
62,关于整体满意度和性价比的评论,62,超预期的好评，也感叹40年用心经营的本土酒店品牌也可以很棒。因为过年带父母和孩子一起到广州旅行，去之前几乎在携程上把所有千元左右的广州五星酒店做了研究，重点看了差评，起初还有些担心，因为有评论说酒店设施老旧、服务不够周到等等，所以我订了2晚花园，同时订了1晚价格比花园略高的国际连锁君悦，负责任地说，花园完胜，第一次在携程上给住过的酒店写评价，所谓国货之光，花园值得拥有。一是40年的历史文化积淀，让花园在广州五星酒店里成为综合性价比翘楚。地处老城区越秀，其实去哪里都很方便，特别适合带孩子老人来。酒店占地广，气派，还拥有独立的花园，4楼开辟出了酒店博物馆，彰显白金酒店的荣誉和情怀。老人和孩子一定特别喜欢。二是有人情味的服务。服务员非常多，引导车辆的、殷勤开门的门童、热情存取行李的礼宾、随时关注你拍照、问询需求的大堂引导都不必说，而且，那么大的酒店、那么多楼层，竟然每层都有个人随时提供服务，餐厅和酒店各处中英切换的外籍服务员也很多，连后花园的池子里都没有飘落的落叶，因为有三个身着花园工装服的工作人员一直在打扫……看得出来，每个工作人员都认真负责，我女儿说：“花园酒店里的锦鲤都很热情，一点不怕人，脚步声到哪里，锦鲤就跟到哪里。”是的，我女儿还第一次摸了锦鲤头。三是贴心的服务，努力让顾客获得最佳体验的初心不是随便说说，是做到了！因为订了两个大床房，所以我希望能挨在一起，同时希望安排安静的房间。真的，都满足了的。而且，入住时因为跟引导沟通有误，现场的客人太多了，导致2点办理入住时并没有马上排到房间。我抱怨了一句，听说我下午3点30约了景点导游，前台马上送了我一个下午茶，我就带着父母孩子去水吧喝咖啡、吃水果、吃蛋糕，点心和服务都很棒，当天晚上入住的时候还送来了一份欢迎水果，酒店的用心和细心可见一斑。因为酒店入住客人多，每个楼层都放了早餐就餐指引，还有工作人员现场解说，告诉我们可以到不同的三个餐厅用餐避免拥堵。四是当然也有不足，但瑕不掩瑜，如果5分满分，我仍然愿意给到4.9分。40年的房子，我住的大床房并不大（跟后面住的君悦比，但君悦真的只能是房间大点，其他软硬件差远了），房间尽力维护了，隔音是很好的，但里面有些设计是鸡肋，比如大床房的浴缸，放在梳妆台前，挡道且容易溅水到床上，拥挤；厕所和淋雨室共用一道移动门，很尴尬；有些角落还是没有打扫干净，比如放胶囊咖啡的盘子。荔湾亭价格和品质不符合，服务虽好，但没有主动告知住店客人可以打折。促使我写这条长长评论的原因是，网上刷流量的一些评价，让我行前顾虑重重，保底订了一晚君悦（携程评分比花园高），两家都住了以后，我还是觉得，作为一个中国人，应该有基本的“中国人不骗中国人”的自觉，以及国货自信，花园几乎有三分之一的客人是外国人，而6号我在君悦早餐时，差不多上座5分之四的餐厅，一眼看去外国人只有2个，所以，国际友人比我们会用脚投票，而我们太容易被刷来的流量绑架，如果下次再来广州，我一定再选花园酒店，白金品质，用心经营。（欢迎大家去看我对君悦的对比评价，真的，我必须对刷流量说不，因为广州君悦，我不会选任何一家君悦，因为徒有其名，所谓国际连锁，更像个旅馆）。,花园大床房,大床房
